Estudiante.id,Estudiante.userName,Estudiante.PE,Estudiante.idCurso,Estudiante.prof,Estudiante.seccion,Estudiante.initDate,Estudiante.endDate,Estudiante.periodo
2212,430095587,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2213,430095980,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2214,430110785,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2215,430110887,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2216,430134383,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2217,430180188,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2218,430209985,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2219,430220389,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2220,430267388,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2221,430278488,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2222,430284588,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2223,430293283,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2224,430297881,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2225,430300584,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2226,430306186,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2227,430306983,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2228,430312680,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2229,430345680,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2230,430353882,TA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2231,430358080,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2232,430361788,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2233,430364982,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2234,430365485,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2235,430367288,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2236,430374881,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2237,430380083,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2238,430391381,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2239,430392388,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2240,430396987,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2241,430401986,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2242,430407583,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2243,430408585,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2244,430415988,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2245,430441283,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2246,430455481,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2247,430471389,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2248,430477684,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2249,430478185,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2250,430499380,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2251,430502086,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2252,430519487,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2253,430535885,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2254,430584486,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2255,430587986,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2256,430608581,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2257,430634688,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2258,430647888,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2259,430684987,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2260,430685988,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2261,430691481,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2262,430697083,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2263,430698185,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2264,430698687,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2265,430708881,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2266,430710383,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2267,430715388,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2268,430721387,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2269,430725383,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2270,430729583,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2271,430744787,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2272,430778688,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2273,430799489,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2274,430800883,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2275,430810386,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2276,430810987,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2277,430840785,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2278,430866184,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2279,430868285,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2280,430871281,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2281,430873980,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2282,430884582,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2283,430900589,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2284,430903188,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2285,430909087,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2286,430913084,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2287,430923689,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2288,430938983,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2289,430948981,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2290,430984680,TA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2291,430987087,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2292,431019781,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2293,431031188,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2294,431049882,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2295,431056886,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2296,431108185,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2297,431121385,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2298,431136480,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2299,431148483,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2300,431207982,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2301,431209783,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2302,431234984,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2303,431249388,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2304,431266889,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2305,431297888,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2306,431365180,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2307,431382182,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2308,431478386,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2309,431552281,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2310,431600985,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2311,431609681,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2312,431609787,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2313,431633487,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2314,431639085,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2315,431657384,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2316,431660483,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2317,431664284,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2318,431664981,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2319,431694887,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2320,431704987,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2321,431731389,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2322,431778787,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2323,431785287,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2324,431815989,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2325,431816287,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2326,431853185,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2327,431873989,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2328,431889885,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2329,431915683,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2330,431934394,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2331,431935697,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2332,431938290,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2333,431939297,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2334,431941296,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2335,431944294,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2336,431947590,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2337,431947999,TA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2338,431948696,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2339,431950193,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2340,431951398,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2341,431951796,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2342,431954293,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2343,431968797,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2344,431977199,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2345,431998697,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2346,432003096,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2347,432006092,TA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2348,432007596,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2349,432013899,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2350,432018890,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2351,432026895,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2352,432033296,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2353,432036992,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2354,432042697,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2355,432043396,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2356,432055596,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2357,432063699,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2358,432067393,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2359,432067892,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2360,432124796,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2361,432125996,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2362,432138292,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2363,432148596,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2364,432149895,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2365,432160196,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2366,432169496,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2367,432170095,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2368,432173890,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2369,432174090,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2370,432198794,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2371,432199297,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2372,432205596,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2373,432206794,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2374,432215090,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2375,432220090,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2376,432222496,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2377,432233195,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2378,432238194,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2379,432238295,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2380,432238488,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2381,432243394,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2382,432247894,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2383,432251495,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2384,432255491,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2385,432261396,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2386,432262993,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2387,432272096,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2388,432272991,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2389,432273185,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2390,432282596,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2391,432285695,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2392,432285790,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2393,432285994,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2394,432294593,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2395,432297893,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2396,432301995,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2397,432304496,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2398,432314999,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2399,432316593,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2400,432316691,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2401,432320093,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2402,432323091,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2403,432326696,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2404,432330891,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2405,432333095,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2406,432340293,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2407,432351480,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2408,432352296,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2409,432354490,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2410,432355487,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2411,432360593,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2412,432361998,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2413,432366598,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2414,432367896,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2415,432371494,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2416,432379297,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2417,432379693,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2418,432381398,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2419,432385786,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2420,432387594,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2421,432395297,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2422,432399792,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2423,432406082,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2424,432406198,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2425,432408595,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2426,432409796,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2427,432410891,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2428,432410993,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2429,432412297,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2430,432413387,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2431,432413599,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2432,432422096,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2433,432425098,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2434,432427191,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2435,432428387,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2436,432432998,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2437,432434796,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2438,432438297,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2439,432441197,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2440,432442996,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2441,432444090,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2442,432447098,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2443,432449991,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2444,432451095,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2445,432453098,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2446,432454494,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2447,432457099,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2448,432460299,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2449,432463094,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2450,432464894,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2451,432468393,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2452,432473398,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2453,432473997,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2454,432477690,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2455,432479784,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2456,432479797,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2457,432480694,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2458,432483093,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2459,432485096,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2460,432488495,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2461,432488891,TA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2462,432495086,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2463,432495283,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2464,432495399,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2465,432495797,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2466,432497097,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2467,432498193,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2468,432498996,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2469,432502291,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2470,432506992,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2471,432511099,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2472,432511197,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2473,432512494,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2474,432515087,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2475,432515798,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2476,432516692,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2477,432521192,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2478,432521799,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2479,432523899,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2480,432525990,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2481,432526293,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2482,432527091,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2483,432528391,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2484,432531385,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2485,432533595,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2486,432533697,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2487,432533792,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2488,432542895,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2489,432543197,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2490,432543892,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2491,432544092,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2492,432546298,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2493,432550392,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2494,432573693,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2495,432600791,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2496,432605896,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2497,432618098,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2498,432649295,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2499,432654793,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2500,432677084,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2501,432684086,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2502,432685593,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2503,432690395,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2504,432699093,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2505,432701882,TA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2506,432712188,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2507,432712882,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2508,432714490,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2509,432722696,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2510,432723094,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2511,432731497,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2512,432731581,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2513,432731696,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2514,432738399,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
