Estudiante.id,Estudiante.userName,Estudiante.PE,Estudiante.idCurso,Estudiante.prof,Estudiante.seccion,Estudiante.initDate,Estudiante.endDate,Estudiante.periodo
2199,428649088,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2200,430284588,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2201,429288087,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2202,435973488,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2203,428961181,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2204,432701882,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2205,432428387,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2206,436909181,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2207,439278386,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2208,430345680,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2209,428311181,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2210,428658681,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2211,436254689,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2212,436793482,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2213,428610980,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2214,436938483,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2215,431266889,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2216,429094282,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2217,429523889,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2218,429366585,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2219,428641783,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2220,436345489,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2221,430647888,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2222,430278488,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2223,428372182,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2224,429244481,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2225,438239185,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2226,437266188,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2227,434003985,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2228,429371788,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2229,439010784,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2230,430691481,TA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2231,429577985,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2232,431694887,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2233,432712188,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2234,428649280,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2235,428235488,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2236,428172087,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2237,429965985,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2238,428172189,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2239,430725383,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2240,436910687,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2241,431657384,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2242,437842588,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2243,435120283,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2244,428620386,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2245,430036383,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2246,438942488,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2247,429295580,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2248,436937587,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2249,433286489,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2250,439935080,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2251,432515087,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2252,436433389,IL,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2253,430810386,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2254,438293488,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2255,430909087,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2256,430391381,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2257,434642681,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2258,430407583,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2259,432966689,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2260,430095587,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2261,433567584,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2262,433385384,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2263,429192487,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2264,429097886,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2265,436855682,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2266,430799489,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2267,429110483,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2268,434657884,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2269,428610489,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2270,437323288,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2271,428173581,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2272,428370587,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2273,432355487,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2274,429104885,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2275,430810987,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2276,430866184,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2277,437334684,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2278,430471389,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2279,435798082,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2280,432712882,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2281,432351480,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2282,439497181,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2283,436840883,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2284,437892283,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2285,432495086,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2286,430634688,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2287,438008581,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2288,437940987,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2289,438433586,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2290,428235881,TA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2291,428971482,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2292,429849082,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2293,430374881,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2294,428175783,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2295,437043483,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2296,428653086,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2297,436640782,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2298,431207982,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2299,438044780,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2300,430698185,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2301,428654789,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2302,429487584,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2303,430011583,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2304,434091884,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2305,435751688,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2306,428165781,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2307,439064486,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2308,433697481,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2309,438554080,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2310,436818682,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2311,437960280,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2312,439901886,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2313,436275286,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2314,433997082,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2315,439883680,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2316,435116380,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2317,430729583,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2318,438507081,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2319,438142086,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2320,428711580,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2321,428607785,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2322,433320581,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2323,428650982,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2324,430721387,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2325,430380083,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2326,429893886,IL,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2327,428590987,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2328,429084288,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2329,438392180,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2330,438970486,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2331,428562285,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2332,439481589,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2333,430293283,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2334,429454987,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2335,436908187,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2336,434692184,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2337,436842080,TA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2338,437883089,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2339,429300388,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2340,438335289,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2341,437200482,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2342,429965182,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2343,433731489,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2344,434623483,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2345,439942584,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2346,435417686,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2347,437902388,TA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2348,435789985,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2349,431731389,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2350,431815989,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2351,435783584,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2352,436907183,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2353,433615783,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2354,436330083,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2355,428633187,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2356,430868285,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2357,430455481,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2358,432945989,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2359,440446786,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2360,433182986,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2361,429538289,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2362,439343680,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2363,433921089,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2364,435792785,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2365,437948089,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2366,429042981,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2367,429048982,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2368,429033786,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2369,431889885,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2370,439943881,IL,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2371,433937889,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2372,438509481,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2373,429091083,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2374,430180188,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2375,431121385,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2376,428632080,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2377,435711780,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2378,436752189,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2379,435053582,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2380,438934188,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2381,428164880,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2382,430684987,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2383,432677084,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2384,436355883,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2385,431915683,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2386,434723383,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2387,439483282,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2388,432875487,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2389,428843586,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2390,428662281,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2391,429067585,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2392,428151282,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2393,428988185,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2394,438807486,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2395,436548085,IL,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2396,434847189,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2397,436900988,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2398,433408380,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2399,435770287,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2400,431664284,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2401,428150585,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2402,428646385,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2403,435590485,IL,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2404,437972583,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2405,439669583,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2406,428534689,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2407,429192880,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2408,429462982,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2409,431478386,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2410,430082788,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2411,428154181,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2412,439025980,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2413,428178383,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2414,439483187,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2415,428676383,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2416,441166782,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2417,428494783,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2418,438955880,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2419,428990284,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2420,430042384,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2421,430306983,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2422,428783280,IL,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2423,439679386,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2424,438523081,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2425,434290482,IL,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2426,432273185,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2427,434866087,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2428,429840987,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2429,428978186,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2430,430744787,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2431,429023685,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2432,428167081,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2433,438510585,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2434,436823289,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2435,438527683,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2436,435666387,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2437,428997384,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2438,439859882,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2439,429017580,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2440,428206582,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2441,436787588,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2442,439046889,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2443,437341382,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2444,428648184,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2445,431382182,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2446,438520680,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2447,433925480,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2448,439942482,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2449,428662782,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2450,428647882,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2451,437677689,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2452,432933983,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2453,438935085,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2454,439899884,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2455,429365282,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2456,438369988,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2457,433461181,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2458,431108185,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2459,431609681,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2460,429047785,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2461,438514181,TA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2462,435946587,IL,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2463,433737284,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2464,428558980,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2465,437999580,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2466,429092188,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2467,429459685,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2468,429092086,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2469,429044587,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2470,429282188,IE,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2471,437973585,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2472,433698585,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2473,431639085,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2474,433925989,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2475,434727189,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2476,436940685,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2477,430267388,ID,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2478,439014787,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2479,436142286,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2480,429811989,II,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2481,432731581,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2482,428500784,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2483,429357088,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2484,437942486,GA,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2485,429088887,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2486,430358080,IA,1,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2487,434635584,TS,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
2488,437150582,NI,3,<NULL>,<NULL>,2019-08-02 13:23:25,<NULL>,ver2018
